sku,name,brand,category,description,unit,price,hsn,image,descimage
AT-1000-BC,AT-1000-B-(C) (1000 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,7632,,,
AT-10-E-R,AT-10-E-R (10 RACKS X 10 PACKS ),Neuation / Accumax,Other,,pack,15487,,,
AT-200-E-R,AT-200-E-R (10 RACKS X 10 PACKS ),Neuation / Accumax,Other,,pack,15487,,,
AT-200XL-E-R,AT-200XL-E-R (10 RACKS X 10 PACKS ),Neuation / Accumax,Other,,pack,16107,,,
AT-1000-E-R,AT-1000-E-R (6 RACKS X 10 PACKS ),Neuation / Accumax,Other,,pack,16107,,,
AT-1000XL-E-R,AT-1000XL-E-R (6 RACKS X 10 PACKS ),Neuation / Accumax,Other,,pack,17346,,,
AT-5000A,AT-5000A (100 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,9107,,,
AT-10000A,AT-10000A (100 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,14793,,,
AT-5000B,AT-5000B (100 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,9107,,,
AT-10000B,AT-10000B (100 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,14793,,,
ARV-10-B,ARV-10-B ( 100 RESERVOIR X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,4533,,,
ARV-10-S,ARV-10-S ( 5 RESERVOIR X 40 PACKS ),Neuation / Accumax,PCR & Plates,,pack,2086,,,
ARV-10-S-W,ARV-10-SW ( INDIVIDUALLY WRAPPED X 50 RESERVOIR ),Neuation / Accumax,PCR & Plates,,unit,703,,,
ARV-25-B,ARV-25-B ( 100 RESERVOIR X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,5879,,,
ARV-25-S,ARV-25-S ( 5 RESERVOIR X 40 PACKS ),Neuation / Accumax,PCR & Plates,,pack,2704,,,
ARV-25-S-W,ARV-25-SW ( INDIVIDUALLY WRAPPED X 50 RESERVOIR ),Neuation / Accumax,PCR & Plates,,unit,915,,,
ARV-50-B,ARV-50-B ( 100 RESERVOIR X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,7274,,,
ARV-50-S,ARV-50-S ( 5 RESERVOIR X 40 PACKS ),Neuation / Accumax,PCR & Plates,,pack,3345,,,
ARV-50-S-W,ARV-50-SW ( INDIVIDUALLY WRAPPED X 50 RESERVOIR ),Neuation / Accumax,PCR & Plates,,unit,1129,,,
ACT-005-B,Micro Centrifuge Tubes ACT-005-B (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,7446,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-005-B-S,Micro Centrifuge Tubes ACT-005-B-S (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,11163,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-005-L-B-S,Micro Centrifuge Tubes ACT-005-L-B-S (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,29736,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-005-B-C,Micro Centrifuge Tubes ACT-005-B-C (500 TUBES X 20 PACKS),Neuation / Accumax,Tubes & Vials,,pack,13629,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-005-B-S-C,Micro Centrifuge Tubes ACT-005-B-S-C (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,17346,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-005-B-A,Micro Centrifuge Tubes ACT-005-B-A (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,11510,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-005-B-S-A,Micro Centrifuge Tubes ACT-005-B-S-A (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,14868,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-017-B,Micro Centrifuge Tubes ACT-017-B (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,9837,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-017-B-S,Micro Centrifuge Tubes ACT-017-B-S (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,13171,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-017-L-B-S,Micro Centrifuge Tubes ACT-017-L-B-S (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,35931,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-017-B-C,Micro Centrifuge Tubes ACT-017-B-C(1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,14633,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-017-B-S-C,Micro Centrifuge Tubes ACT-017-B-S-C (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,18585,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-017-B-A,Micro Centrifuge Tubes ACT-017-B-A (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,16615,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-017-B-S-A,Micro Centrifuge Tubes ACT-017-B-S-A (1000 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,18585,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-020-B,Micro Centrifuge Tubes ACT-020-B (500 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,5588,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-020-B-S,Micro Centrifuge Tubes ACT-020-B-S (500 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,7706,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-020-L-B-S,Micro Centrifuge Tubes ACT-020-L-B-S (500 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,21558,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-020-B-C,Micro Centrifuge Tubes ACT-020-B-C (500 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,10618,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-020-B-S-C,Micro Centrifuge Tubes ACT-020-B-S-C (500 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,12203,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-020-B-A,Micro Centrifuge Tubes ACT-020-B-A (500 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,9080,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ACT-020-B-S-A,Micro Centrifuge Tubes ACT-020-B-S-A (500 TUBES X 10 PACKS),Neuation / Accumax,Tubes & Vials,,pack,14421,,Microcentrifuge tube.png,Microcentrifuge tube desc.png
ADW-2V,ADW-2V ( 12 X 4 PACKS ),Neuation / Accumax,Other,,pack,8779,,,
ADW-1R,ADW-1R ( 24 X 4 PACKS ),Neuation / Accumax,Other,,pack,15859,,,
ADW-2V-S,ADW-2V-S ( 12 X 4 PACKS ),Neuation / Accumax,Other,,pack,9912,,,
ADW-1R-S,ADW-1R-S ( 24 X 4 PACKS ),Neuation / Accumax,Other,,pack,18691,,,
ADW-2V-S-W,ADW-2V-S-W ( 12 X 4 PACKS ),Neuation / Accumax,Other,,pack,11611,,,
ADW1R-S-W,ADW-1R-S-W ( 24 X 4 PACKS ),Neuation / Accumax,Other,,pack,20390,,,
ADW-2R,ADW-2R ( 12 X 4 PACKS ),Neuation / Accumax,Other,,pack,8779,,,
ADW-2R-S,ADW-2R-S ( 12 X 4 PACKS ),Neuation / Accumax,Other,,pack,8779,,,
ADW-2R-S-W,ADW-2R-S-W ( 12 X 4 PACKS ),Neuation / Accumax,Other,,pack,11611,,,
ADW-2.2 K,ADW-2.2 K ( 5 X 10 PACKS),Neuation / Accumax,Other,,pack,9145,,,
ADW-2.2 U,ADW-2.2 U ( 5 X 10 PACKS),Neuation / Accumax,Other,,pack,9145,,,
ADW-TC-96,ADW-TC-96 ( 2 X 25 PACKS),Neuation / Accumax,Other,,pack,8260,,,
ADW-TC-08,ADW-TC-08 ( 2 X 100 PACKS),Neuation / Accumax,Other,,pack,12390,,,
ADW-1.0 U,ADW-1U ( 24 X 4 PACKS ),Neuation / Accumax,Other,,pack,16057,,,
ADW-1.0 U-S,ADW-1U-S ( 24 X 4 PACKS ),Neuation / Accumax,Other,,pack,18691,,,
ADW-1.0 U-S-W,ADW-1U-S-W ( 24 X 4 PACKS ),Neuation / Accumax,Other,,pack,20390,,,
ADW-2.2 U-S-W,ADW-2.2 U-S-W ( 4 X 12 PACKS ),Neuation / Accumax,Other,,pack,49560,,,
ADW-SM-CC,ADW-SM-CC (10 PCS X 05 PACKS),Neuation / Accumax,Other,,pack,12095,,,
ADW-SM-1-RP,ADW-SM-1-RP (10 PCS X 05 PACKS),Neuation / Accumax,Other,,pack,12095,,,
ADW-SM-2-RP,ADW-SM-2-RP (10 PCS X 05 PACKS),Neuation / Accumax,Other,,pack,12095,,,
ACV01,ACV01 ( 100 X 10 PACKS ),Neuation / Accumax,Other,,pack,7168,,,
ACV01-S,ACV01-S ( 100 X 10 PACKS ),Neuation / Accumax,Other,,pack,7965,,,
ACV18,ACV18 ( 100 X 10 PACKS ),Neuation / Accumax,Other,,pack,7747,,,
ACV18-S,ACV18-S ( 100 X 10 PACKS ),Neuation / Accumax,Other,,pack,8609,,,
ACV35,ACV35 ( 100 X 10 PACKS ),Neuation / Accumax,Other,,pack,13085,,,
ACV35-S,ACV35-S ( 100 X 10 PACKS ),Neuation / Accumax,Other,,pack,11776,,,
ACV45,ACV45 ( 100 X 5 PACKS ),Neuation / Accumax,Other,,pack,6200,,,
ACV45-S,ACV45-S ( 100 X 5 PACKS ),Neuation / Accumax,Other,,pack,6890,,,
ACI-R,ACI-R (500),Neuation / Accumax,Other,,unit,885,,,
ACI-B,ACI-B (500),Neuation / Accumax,Other,,unit,885,,,
ACI-Y,ACI-Y (500),Neuation / Accumax,Other,,unit,885,,,
ACI-G,ACI-G (500),Neuation / Accumax,Other,,unit,885,,,
ACI-W,ACI-W (500),Neuation / Accumax,Other,,unit,885,,,
APC-001,DPR-001 (500 TUBES X 6 PACKS),Neuation / Accumax,Tubes & Vials,,pack,6355,,,
APC-011,APC-011 ( 12 STRIPS X 10 PACKS ),Neuation / Accumax,Other,,pack,5734,,,
APC-012,APC-012 ( 12 STRIPS + 12 CAP STRIPS X 10 PACKS ),Neuation / Accumax,Other,,pack,4561,,,
APC-013,DPR-013 (12 STRIPS + 12 CAP STRIPS X 10 PACKS),Neuation / Accumax,Other,,pack,4933,,,
APC-014,APC-014 ( 12 STRIPS + 12 CAP STRIPS X 10 PACKS ),Neuation / Accumax,Other,,pack,5356,,,
APC-015,APC-015 ( 12 STRIPS + 12 CAP STRIPS X 10 PACKS ),Neuation / Accumax,Other,,pack,5930,,,
APC-016,APC-016 ( 12 STRIPS + 12 CAP STRIPS X 10 PACKS ),Neuation / Accumax,Other,,pack,4933,,,
APC-017,APC-017 ( 12 STRIPS + 12 CAP STRIPS X 10 PACKS ),Neuation / Accumax,Other,,pack,5504,,,
DPR-018,DPR-018 (252 STRIPS + 252 CAP STRIPS X 1 PACKS),Neuation / Accumax,Other,,pack,5616,,,
APC-021,APC-021 ( 10 PLATES X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,8630,,,
APC-022,APC-022 ( 10 PLATES X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,11730,,,
APC-023,APC-023 ( 10 PLATES X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,10956,,,
APC-024,APC-024 ( 10 PLATES X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,10956,,,
APC-025,APC-025 ( 10 PLATES X 5 PACKS ),Neuation / Accumax,PCR & Plates,,pack,11171,,,
APC-026,DPR-026 ( 10 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,20650,,,
APC-027,DPR-027 (10 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,20650,,,
APC-022-F,DPR-022-F (10 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,13098,,,
APC-031,DPR-031 (10 MEMBRANES X 10 PACKS),Neuation / Accumax,Other,,pack,14084,,,
APC-032,DPR-032 (10 MEMBRANES X 10 PACKS),Neuation / Accumax,Other,,pack,14084,,,
APC-033,DPR-033 (10 MEMBRANES X 10 PACKS),Neuation / Accumax,Other,,pack,14084,,,
3-210-25-0,AFP-GF-0.7 (5 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,22302,,,
3-210-25-2,AFP-GF-1.6 (5 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,48675,,,
3-225-25-0,AFP-PE-60 (5 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,22302,,,
3-219-25-0,AFP-CA-0.2 (5 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,47436,,,
3-218-25-0,AFP-PVDF-0.45 (5 PLATES X 5 PACKS),Neuation / Accumax,PCR & Plates,,pack,47436,,,
3-320-20-0,ASC-GF-0.7 (100 TUBES X 2 PACKS),Neuation / Accumax,Tubes & Vials,,pack,6277,,,
3-321-20-0,ASC-GF-RNA (100 TUBES X 2 PACKS),Neuation / Accumax,Tubes & Vials,,pack,5852,,,
1-716-C10-0,(96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,26293,,,
1-718-C10-0,ALF-20-S-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,29639,,,
4-718-C10-0,ALF-20-S-L-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,43158,,,
2-718-C10-0,ALF-20-S-F-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,51431,,,
5-718-C10-0,ALF-20-S-L-F-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,62568,,,
1-711-C1-R,ALF-20-K (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,23182,,,
4-711-C1-R,ALF-20-S-L-K (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,27409,,,
2-718-E10-0,AGLF-20-S-F-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,37232,,,
1-721-C10-0,ALF-200-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,26293,,,
1-722-C10-0,ALF-200-S-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,29639,,,
4-728-C10-0,ALF-200-S-L-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,43158,,,
2-728-C10-0,ALF-200-S-F-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,51431,,,
5-728-C10-0,ALF-200-S-L-F-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,62568,,,
1-721-C1-R,ALF-200-K (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,23182,,,
4-721-C1-R,ALF-200-S-L-K (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,27409,,,
2-728-E10-0,AGLF-200-S-F-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,37232,,,
5-728-E10-0,AGLF-200-S-L-F-R (96 TIPS X 10 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,44270,,,
1-802-C10-0,ALF-1000-R (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,18653,,,
1-803-C10-0,ALF-1000-S-R (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,21668,,,
4-803-C10-0,ALF-1000-S-L-R (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,25688,,,
2-803-C10-0,ALF-1000-S-F-R (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,36536,,,
5-803-C10-0,ALF-1000-S-L-F-R (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,45099,,,
4-802-C4-R,ALF-1000-S-L-K (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,15388,,,
1-802-E10-0,AGLF-1000-R (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,28843,,,
4-803-E10-0,AGLF-1000-S-L-R (96 TIPS X 6 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,32461,,,
ADTT-300-R,ADTT-300-R (108 TIPS X 4 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,35724,,,
ADTT-1300-R,ADTT-1300-R (108 TIPS X 4 RACKS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,39294,,,
ADTD-2,ADTD-2-R ( 250 X 1 PACKS),Neuation / Accumax,Other,,pack,5310,,,
ATTB-10-FL,ATTB-10-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,32503,,,
ATTB-10-F-FL,ATTB-10-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,42310,,,
ATTB-200-FL,ATTB-200-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,39768,,,
ATTB-200-F-FL,ATTB-200-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,49575,,,
ATTB-1000-FL,ATTB-1000-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,55801,,,
ATTB-1000-F-FL,ATTB-1000-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,66698,,,
ATTB-10-BL,ATTB-10-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,9347,,,
ATTB-10-F-BL,ATTB-10-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11702,,,
ATTB-10-S-BL,ATTB-10-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,10171,,,
ATTB-10-S-F-BL,ATTB-10-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,12524,,,
ATTB-200-BL,ATTB-200-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11092,,,
ATTB-200-F-BL,ATTB-200-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,13446,,,
ATTB-200-S-BL,ATTB-200-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11915,,,
ATTB-200-S-F-BL,ATTB-200-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14268,,,
ATTB-1000-BL,ATTB-1000-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,15364,,,
ATTB-1000-F-BL,ATTB-1000-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,16187,,,
ATTB-1000-S-BL,ATTB-1000-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,16187,,,
ATTB-1000-S-F-BL,ATTB-1000-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,18802,,,
ATTB-50-BL,ATTB-50-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11092,,,
ATTB-50-F-BL,ATTB-50-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,13446,,,
ATTB-50-S-BL,ATTB-50-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11915,,,
ATTB-50-S-F-BL,ATTB-50-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14268,,,
ATTC-10-FL,ATTC-10-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,29281,,,
ATTC-10-F-FL,ATTC-10-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,39088,,,
ATTC-200-FL,ATTC-200-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,33179,,,
ATTC-200-F-FL,ATTC-200-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,42986,,,
ATTC-1000-FL,ATTC-1000-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,42623,,,
ATTC-1000-F-FL,ATTC-1000-F-FL (192 TIPS X 5 FLIP BOX X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,53520,,,
ATTC-10-BL,ATTC-10-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,8575,,,
ATTC-10-F-BL,ATTC-10-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,10929,,,
ATTC-10-S-BL,ATTC-10-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,9398,,,
ATTC-10-S-F-BL,ATTC-10-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11751,,,
ATTC-200-BL,ATTC-200-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,9510,,,
ATTC-200-F-BL,ATTC-200-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,11864,,,
ATTC-200-S-BL,ATTC-200-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,10333,,,
ATTC-200-S-F-BL,ATTC-200-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,12687,,,
ATTC-1000-BL,ATTC-1000-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,12201,,,
ATTC-1000-F-BL,ATTC-1000-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,14817,,,
ATTC-1000-S-BL,ATTC-1000-S-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,13024,,,
ATTC-1000-S-F-BL,ATTC-1000-S-F-BL (96 TIPS X 24 PACKS),Neuation / Accumax,Pipette Tips,,pack,15639,,,
AFSK - 1A,AFSK-3P-Starter Kit,Neuation / Accumax,Other,,unit,31949,,,
AFSK - 1B,AFSK-3P-Starter Kit,Neuation / Accumax,Other,,unit,31949,,,
AFSK - 2,AFSK-5P-KITS (10 100 200 1000 5000),Neuation / Accumax,Other,,unit,50930,,,
AFSK - 3P,AFSK-3P-KITS (2.5 10 100),Neuation / Accumax,Other,,unit,36349,,,
AT-5000B-S-W,AT-5000B-S-W (50 TIPS X 10 PACK),Neuation / Accumax,Pipette Tips,,pack,5693,,,
AT-5000A-S-W,AT-5000A-S-W (50 TIPS X 10 PACKS),Neuation / Accumax,Pipette Tips,,pack,5693,,,
ACB-18-81,ACB-18-81 CD 9X9 WHITE ( 2 X 4 PACKS),Neuation / Accumax,Other,,pack,6560,,,
ACB-18-100,ACB-18-100 CD 10X10 GREY ( 2 X 4 PACKS),Neuation / Accumax,Other,,pack,6785,,,
3-051-00-0,APC-021-PLUS,Neuation / Accumax,Other,,unit,23305,,,
3-051-02-0,APC-022-PLUS,Neuation / Accumax,Other,,unit,23305,,,
3-049-02-0,APC-023-PLUS,Neuation / Accumax,Other,,unit,22420,,,
3-049-01-0,APC-024-PLUS,Neuation / Accumax,Other,,unit,22420,,,
3-049-01-9,APC-025-PLUS,Neuation / Accumax,Other,,unit,22420,,,
3-053-00-0,APC-026-PLUS,Neuation / Accumax,Other,,unit,22715,,,
3-053-00-9,APC-027-PLUS,Neuation / Accumax,Other,,unit,22715,,,
3-049-03-0,APC-028-PLUS,Neuation / Accumax,Other,,unit,23305,,,
ASP-1-S,ASP-1-S (100 PCS X 6 PACKS),Neuation / Accumax,Other,,pack,6499,,,
ASP-1-S-B,ASP-1-S-B (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,6655,,,
ASP-1-S-B-WB,ASP-1-S-B-WB (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,5920,,,
ASP-2-S,ASP-2-S (100 PCS X 6 PACKS),Neuation / Accumax,Other,,pack,7168,,,
ASP-2-S-B,ASP-2-S-B (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,7292,,,
ASP-2-S-B-WB,ASP-2-S-B-WB (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,6459,,,
ASP-5-S,ASP-5-S (100 PCS X 6 PACKS),Neuation / Accumax,Other,,pack,11151,,,
ASP-5-S-B,ASP-5-S-B (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,11328,,,
ASP-5-S-B-WB,ASP-5-S-B-WB (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,10224,,,
ASP-10-S,ASP-10-S (100 PCS X 6 PACKS),Neuation / Accumax,Other,,pack,11788,,,
ASP-10-S-B,ASP-10-S-B (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,12036,,,
ASP-10-S-B-WB,ASP-10-S-B-WB (25 PCS X 4 BAGS X 6 PACKS),Neuation / Accumax,Other,,pack,10762,,,
AV-100,RP A Mechanical Pipette 0.5-10 ACCUMAX (AV-100),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-125,RP A Mechanical Pipette 0.1-2.5 ACCUMAX (AV-125),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-200,RP A Mechanical Pipette 5-50 ACCUMAX (AV-200),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-300,RP A Mechanical Pipette 50-200 ACCUMAX (AV-300),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-400,RP A Mechanical Pipette 200-1000 ACCUMAX (AV-400),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-500,RP A Mechanical Pipette 10-100 ACCUMAX (AV-500),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-600,RP A Mechanical Pipette 100-1000 ACCUMAX (AV-600),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-700,RP A Mechanical Pipette 2-20 ACCUMAX (AV-700),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-800,RP A Mechanical Pipette 20-200 ACCUMAX (AV-800),Neuation / Accumax,Pipettes,,unit,3080,,av.png,A mech pipette.png
AV-900,RP A Mechanical Pipette 1000-5000 ACCUMAX (AV-900),Neuation / Accumax,Pipettes,,unit,3300,,av.png,A mech pipette.png
AV-905,RP A Mechanical Pipette 500-5000 ACCUMAX (AV-905),Neuation / Accumax,Pipettes,,unit,3300,,av.png,A mech pipette.png
AV-1000,RP A Mechanical Pipette 1000-10000 ACCUMAX (AV-1000),Neuation / Accumax,Pipettes,,unit,3300,,av.png,A mech pipette.png
